collision_index,collision_year,location_easting_osgr,location_northing_osgr,collision_severity,number_of_vehicles,number_of_casualties,day_of_week,local_authority_highway_current,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,collision_injury_based,hour_of_day,month,is_weekend,time_period,multi_vehicle
198714D101295,1987,1.0,1.0,3,0.5,1,5,,3,61,1,30,0,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,10,10,0,0,0
198714E201381,1987,1.0,0.52114164904863,2,0.5,1,7,,3,61,3,50,13,4,5,0,0.0,4,1,1,0,0,1,-1,2.0,-1,23,12,1,3,0
198714E200818,1987,1.0,0.6585623678647039,3,0.5,1,4,,3,61,3,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,23,8,0,3,0
198714D201317,1987,1.0,1.0,3,0.5,1,2,,4,6086,6,30,16,2,5,0,17.0,4,1,1,0,0,1,-1,2.0,-1,16,11,0,1,0
198714D101307,1987,1.0,1.0,3,0.5,1,7,,6,0,6,30,16,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,14,10,1,1,0
198714E100951,1987,1.0,1.0,3,0.5,1,6,,4,6064,6,30,13,4,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,9,0,1,0
198714D100842,1987,1.0,1.0,3,0.5,1,7,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,13,7,1,1,0
198714F200378,1987,1.0,1.0,3,0.5,1,3,,5,0,1,30,0,4,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,12,3,0,1,0
198714E101321,1987,1.0,1.0,3,0.5,1,4,,5,0,6,30,13,2,5,0,15.0,7,1,1,0,0,1,-1,2.0,-1,20,12,0,2,0
198714E200734,1987,1.0,1.0,3,0.5,1,7,,3,625,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,10,7,1,0,0
198714F100158,1987,1.0,1.0,3,0.5,1,2,,3,625,6,30,16,4,6,0,14.0,1,2,2,0,0,1,-1,2.0,-1,8,2,0,0,0
198714E100270,1987,1.0,1.0,3,0.5,1,7,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,11,3,1,0,0
198714F200628,1987,1.0,1.0,2,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,4,1,2,0,0,1,-1,2.0,-1,1,6,0,3,0
198714E201324,1987,1.0,1.0,3,0.5,1,4,,3,61,6,30,16,2,5,0,0.0,4,1,1,0,0,1,-1,2.0,-1,16,12,0,1,0
198714D100044,1987,1.0,1.0,3,0.5,1,7,,3,621,6,30,16,4,6,0,0.0,1,3,1,0,0,1,-1,2.0,-1,15,1,1,1,0
198714D201197,1987,1.0,1.0,3,0.5,1,4,,3,6109,3,30,0,4,0,-1,0.0,1,8,2,0,0,1,-1,2.0,-1,12,10,0,1,0
198714D200988,1987,1.0,1.0,3,0.5,1,5,,4,6200,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,8,0,1,0
198714E200489,1987,1.0,1.0,3,0.5,1,5,,5,0,6,30,18,4,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,14,5,0,1,0
198714D201157,1987,1.0,1.0,3,0.5,1,1,,3,6102,6,30,16,2,4,6200,0.0,4,1,1,0,0,1,-1,2.0,-1,0,10,1,3,0
198714E200144,1987,0.8102473498233138,0.4090909090909207,3,0.5,1,3,,3,621,3,30,13,2,6,0,0.0,4,1,2,0,0,1,-1,2.0,-1,19,2,0,2,0
198714F100626,1987,1.0,1.0,3,0.5,1,5,,3,625,6,30,0,4,0,-1,0.0,4,2,2,0,0,1,-1,2.0,-1,21,6,0,3,0
198714D200305,1987,1.0,1.0,3,0.5,1,5,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,8,3,0,0,0
198714D100663,1987,1.0,1.0,3,0.5,1,6,,3,6134,1,30,0,4,3,621,16.0,1,1,1,0,0,1,-1,2.0,-1,16,5,0,1,0
198714E201078,1987,1.0,1.0,3,0.5,1,4,,3,621,6,30,13,4,6,0,14.0,1,8,2,0,17,1,-1,2.0,-1,16,10,0,1,0
198714E200998,1987,1.0,0.8446088794926112,3,0.5,1,1,,6,0,6,30,18,4,5,0,0.0,1,2,2,0,0,1,-1,2.0,-1,12,10,1,1,0
198714D200224,1987,1.0,1.0,3,0.5,1,1,,3,616,6,30,18,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,13,2,1,1,0
198714D100359,1987,1.0,1.0,2,0.5,1,5,,3,616,6,30,16,2,6,0,14.0,1,1,2,0,0,1,-1,2.0,-1,17,3,0,2,0
198714E200524,1987,1.0,1.0,3,0.5,1,6,,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,13,5,0,1,0
198714E101411,1987,1.0,1.0,3,0.5,1,4,,5,0,6,30,0,4,0,-1,0.0,1,1,2,0,0,1,-1,2.0,-1,8,12,0,0,0
198714D100688,1987,1.0,1.0,3,0.5,1,7,,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,14,6,1,1,0
198714D100792,1987,1.0,1.0,3,0.5,1,1,,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,21,7,1,3,0
198714F101454,1987,1.0,1.0,3,0.5,1,6,,4,6079,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,12,0,1,0
198714D201374,1987,1.0,1.0,3,0.5,1,5,,3,6109,6,30,16,4,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,15,11,0,1,0
198714D101122,1987,1.0,1.0,3,0.5,1,5,,4,6071,12,30,13,4,5,0,0.0,1,2,2,0,0,1,-1,2.0,-1,7,9,0,0,0
198614E200788,1986,1.0,1.0,2,0.5,1,7,,5,0,6,30,0,4,0,-1,0.0,1,1,2,0,0,1,-1,2.0,-1,12,7,1,1,0
198614D200292,1986,1.0,1.0,2,0.5,1,2,,3,6102,6,30,0,4,0,-1,0.0,4,1,2,0,0,1,-1,2.0,-1,2,3,0,3,0
198614D200961,1986,1.0,1.0,2,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,-1,2.0,-1,21,8,0,3,0
198614E100334,1986,1.0,1.0,3,0.5,1,4,,3,616,3,30,13,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,18,3,0,2,0
198614E100477,1986,1.0,1.0,3,0.5,1,4,,4,6065,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,12,4,0,1,0
198614E201457,1986,1.0,1.0,3,0.5,1,2,,6,0,6,30,13,4,6,0,0.0,1,2,4,4,13,1,-1,2.0,-1,7,12,0,0,0
198614E200643,1986,1.0,1.0,3,0.5,1,5,,3,61,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,18,6,0,2,0
198614E100166,1986,1.0,1.0,3,0.5,1,6,,3,57,6,40,13,4,4,6066,0.0,4,1,2,0,0,1,-1,2.0,-1,6,2,0,0,0
198614F100170,1986,0.7593639575971736,1.0,3,0.5,1,4,,6,0,6,30,16,4,5,0,0.0,1,3,3,0,17,1,-1,2.0,-1,14,2,0,1,0
198614E101414,1986,1.0,1.0,3,0.5,1,6,,4,6065,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,-1,2.0,-1,18,12,0,2,0
198614F101461,1986,1.0,1.0,3,0.5,1,3,,5,0,6,30,16,2,3,57,0.0,7,2,2,0,0,1,-1,2.0,-1,16,11,0,1,0
198614D201548,1986,1.0,1.0,3,0.5,1,4,,3,6102,3,40,16,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,8,11,0,0,0
198614D201372,1986,1.0,1.0,3,0.5,1,4,,3,616,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,16,10,0,1,0
198614D200950,1986,1.0,1.0,3,0.5,1,4,,6,0,3,40,18,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,13,8,0,1,0
198614D201472,1986,1.0,1.0,3,0.5,1,6,,5,0,6,30,19,4,6,0,0.0,1,2,2,4,13,1,-1,2.0,-1,14,11,0,1,0
198614D201243,1986,1.0,1.0,3,0.5,1,2,,6,0,6,30,16,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,12,10,0,1,0
198614D200543,1986,1.0,1.0,2,0.5,1,2,,3,6102,1,40,0,4,3,616,14.0,4,2,2,0,0,1,-1,2.0,-1,21,4,0,3,0
198614E201101,1986,1.0,1.0,3,0.5,1,5,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,16,10,0,1,0
198614E201409,1986,1.0,1.0,3,0.5,1,7,,6,0,6,30,13,4,6,0,0.0,7,1,2,0,0,1,-1,2.0,-1,1,12,1,3,0
198614D101534,1986,1.0,1.0,3,0.5,1,7,,6,0,12,30,13,4,5,0,14.0,1,1,1,0,17,1,-1,2.0,-1,12,11,1,1,0
198614D101368,1986,1.0,1.0,3,0.5,1,5,,3,621,6,30,13,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,10,10,0,0,0
198614D101485,1986,1.0,1.0,3,0.5,1,3,,3,621,6,30,16,3,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,8,11,0,0,0
198614D201137,1986,1.0,1.0,3,0.5,1,5,,3,6109,6,30,0,4,0,-1,0.0,4,8,2,0,0,1,-1,2.0,-1,19,9,0,2,0
198614E200384,1986,1.0,1.0,2,0.5,1,7,,4,6388,6,30,13,4,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,17,3,1,2,0
198614E100082,1986,1.0,1.0,3,0.5,1,3,,3,6102,3,30,13,4,4,6054,17.0,4,4,2,0,0,1,-1,2.0,-1,20,1,0,2,0
198614E201304,1986,1.0,0.6205073995771784,2,0.5,1,2,,4,6054,3,40,13,4,4,6054,0.0,1,1,4,0,0,1,-1,2.0,-1,7,11,0,0,0
198614E100456,1986,1.0,0.6691331923890118,2,0.5,1,6,,4,6058,6,30,16,4,6,0,0.0,7,1,1,0,0,1,-1,2.0,-1,23,4,0,3,0
198614E201168,1986,1.0,0.6310782241014863,3,0.5,1,4,,3,61,1,30,0,4,3,61,14.0,4,1,1,0,0,1,-1,2.0,-1,21,10,0,3,0
198614E200671,1986,0.6236749116607712,0.9143763213530747,3,0.5,1,4,,3,625,6,40,13,4,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,6,0,1,0
198614E100885,1986,1.0,1.0,3,0.5,1,5,,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,23,7,0,3,0
198614F200526,1986,1.0,1.0,3,0.5,1,2,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,17,1,-1,2.0,-1,15,4,0,1,0
198614D201578,1986,1.0,1.0,3,0.5,1,6,,3,57,3,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,16,11,0,1,0
198614D100510,1986,1.0,1.0,1,0.5,1,7,,3,6134,3,40,13,2,6,0,15.0,1,1,1,0,0,1,-1,2.0,-1,12,4,1,1,0
198614D100589,1986,1.0,1.0,3,0.5,1,6,,4,6072,6,30,16,2,4,6071,0.0,4,1,1,0,0,1,-1,2.0,-1,23,5,0,3,0
198614E200436,1986,1.0,1.0,3,0.5,1,7,,4,6383,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,-1,2.0,-1,2,4,1,3,0
198614F100330,1986,0.22791519434629492,1.0,3,0.5,1,5,,5,0,6,40,13,4,5,0,0.0,1,2,2,0,0,1,-1,2.0,-1,14,3,0,1,0
198614F201507,1986,1.0,1.0,3,0.5,1,4,,5,0,6,30,13,4,4,6081,0.0,4,2,2,0,0,1,-1,2.0,-1,19,11,0,2,0
198614E100223,1986,1.0,1.0,3,0.5,1,1,,6,0,6,30,13,4,5,0,0.0,4,1,1,0,0,1,-1,2.0,-1,23,2,1,3,0
198614D101138,1986,1.0,1.0,3,0.5,1,2,,3,616,9,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,15,9,0,1,0
198614F201407,1986,1.0,1.0,2,0.5,1,2,,3,6102,6,30,16,2,3,6135,0.0,1,1,1,0,0,1,-1,2.0,-1,16,11,0,1,0
198614F101309,1986,1.0,1.0,2,0.5,1,5,,4,6079,3,30,13,4,6,0,0.0,4,1,2,0,0,1,-1,2.0,-1,18,10,0,2,0
198614D201490,1986,1.0,1.0,3,0.5,1,7,,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,17,1,-1,2.0,-1,12,11,1,1,0
198614D100367,1986,1.0,1.0,3,0.5,1,3,,5,0,6,30,16,3,6,0,16.0,1,1,1,4,13,1,-1,2.0,-1,9,3,0,0,0
198614E201420,1986,1.0,1.0,3,0.5,1,7,,3,621,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,20,12,1,2,0
198614D200505,1986,1.0,1.0,3,0.5,1,5,,6,0,6,30,16,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,13,4,0,1,0
198614E100796,1986,1.0,1.0,3,0.5,1,6,,5,0,6,30,13,4,5,0,0.0,4,1,1,0,0,1,-1,2.0,-1,23,7,0,3,0
198614E100799,1986,1.0,0.9841437632135381,3,0.5,1,5,,5,0,6,40,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,11,7,0,0,0
198614F201663,1986,1.0,1.0,3,0.5,1,4,,3,6135,6,30,16,2,5,0,0.0,7,9,1,0,0,1,-1,2.0,-1,22,12,0,3,0
198614F200824,1986,1.0,1.0,2,0.5,1,2,,4,6086,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,20,7,0,2,0
198614F200252,1986,1.0,1.0,2,0.5,1,5,,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,7,2,0,0,0
198614D100555,1986,1.0,1.0,3,0.5,1,5,,6,0,12,30,19,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,10,5,0,0,0
198614D200855,1986,1.0,1.0,3,0.5,1,4,,3,6102,3,40,13,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,17,7,0,2,0
198614E101500,1986,1.0,1.0,2,0.5,1,1,,4,6065,6,30,0,4,0,-1,0.0,1,1,2,0,0,1,-1,2.0,-1,14,12,1,1,0
198614D101075,1986,1.0,1.0,3,0.5,1,4,,5,0,12,30,16,2,4,6074,0.0,1,1,1,0,0,1,-1,2.0,-1,17,9,0,2,0
198614D100332,1986,1.0,1.0,3,0.5,1,3,,5,0,6,30,0,4,0,-1,13.0,1,2,2,0,0,1,-1,2.0,-1,17,3,0,2,0
198614D101514,1986,1.0,1.0,3,0.5,1,4,,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,22,11,0,3,0
198614E100641,1986,1.0,1.0,3,0.5,1,6,,3,616,6,30,13,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,13,5,0,1,0
198614D200797,1986,1.0,1.0,3,0.5,1,3,,6,0,6,30,16,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,10,7,0,0,0
198614D200339,1986,1.0,1.0,3,0.5,1,4,,3,6102,3,40,0,4,0,-1,14.0,1,1,1,0,0,1,-1,2.0,-1,15,3,0,1,0
198614D100882,1986,1.0,1.0,3,0.5,1,6,,6,0,6,30,19,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,11,7,0,0,0
198614F100814,1986,0.878091872791515,1.0,3,0.5,1,5,,6,0,6,30,19,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,9,7,0,0,0
198614D100232,1986,1.0,1.0,3,0.5,1,4,,3,61,1,30,0,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,7,2,0,0,0
198614E100868,1986,1.0,0.6860465116279073,3,0.5,1,6,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,7,7,0,0,0
198614D200844,1986,1.0,1.0,2,0.5,1,3,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,20,7,0,2,0
198614D200699,1986,1.0,1.0,2,0.5,1,2,,3,6135,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,6,0,1,0
198614E200722,1986,0.835689045936391,1.0,3,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,17,6,0,2,0
198614D200875,1986,1.0,1.0,3,0.5,1,5,,3,6135,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,12,7,0,1,0
198614E200693,1986,1.0,1.0,3,0.5,1,3,,3,61,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,12,6,0,1,0
198614F200629,1986,1.0,1.0,3,0.5,1,2,,3,629,6,30,16,3,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,19,5,0,2,0
198614E100777,1986,1.0,1.0,2,0.5,1,4,,3,616,6,30,19,4,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,13,7,0,1,0
198614E100803,1986,1.0,1.0,2,0.5,1,3,,3,616,6,30,19,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,15,7,0,1,0
198614D200056,1986,1.0,1.0,3,0.5,1,3,,4,6200,6,30,0,4,0,-1,0.0,1,5,2,0,0,1,-1,2.0,-1,8,1,0,0,0
198614D100740,1986,1.0,1.0,3,0.5,1,5,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,6,0,1,0
198614D100059,1986,1.0,1.0,3,0.5,1,7,,3,625,1,30,0,4,3,621,0.0,1,2,2,0,0,1,-1,2.0,-1,14,1,1,1,0
198614E200169,1986,1.0,1.0,3,0.5,1,5,,3,625,6,30,13,4,6,0,0.0,1,8,2,0,0,1,-1,2.0,-1,11,2,0,0,0
198614D101125,1986,1.0,1.0,3,0.5,1,6,,3,61,1,30,0,4,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,9,0,1,0
198614E100398,1986,1.0,0.7769556025370008,2,0.5,1,5,,4,6054,6,40,0,4,0,-1,0.0,4,1,2,0,0,1,-1,2.0,-1,23,4,0,3,0
198614F101715,1986,1.0,1.0,3,0.5,1,4,,5,0,6,30,13,4,6,0,13.0,7,2,2,0,0,1,-1,2.0,-1,20,12,0,2,0
198614D200284,1986,1.0,1.0,3,0.5,1,3,,1,1,3,70,0,4,3,6109,0.0,1,1,2,0,17,1,-1,2.0,-1,4,3,0,3,0
198614D100804,1986,1.0,1.0,3,0.5,1,5,,3,57,6,30,13,4,6,0,13.0,1,1,1,0,0,1,-1,2.0,-1,16,7,0,1,0
198614F101094,1986,1.0,1.0,3,0.5,1,1,,4,6079,6,30,0,4,0,-1,14.0,1,1,1,0,17,1,-1,2.0,-1,19,9,1,2,0
198614D100328,1986,1.0,1.0,3,0.5,1,4,,3,621,6,30,13,4,6,0,14.0,4,1,2,0,0,1,-1,2.0,-1,18,3,0,2,0
198614E100677,1986,1.0,1.0,2,0.5,1,6,,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,10,6,0,0,0
198614F200595,1986,1.0,1.0,3,0.5,1,1,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,20,5,1,2,0
198614D201549,1986,1.0,1.0,3,0.5,1,3,,5,0,1,30,0,4,6,0,0.0,1,4,2,0,0,1,-1,2.0,-1,14,11,0,1,0
198614F101354,1986,1.0,1.0,3,0.5,1,1,,4,6079,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,17,11,1,2,0
198614E200699,1986,1.0,1.0,3,0.5,1,4,,3,625,3,30,0,4,0,-1,14.0,4,1,1,0,0,1,-1,2.0,-1,22,6,0,3,0
198614E100564,1986,1.0,1.0,3,0.5,1,2,,3,616,3,30,0,4,0,-1,14.0,4,1,1,0,0,1,-1,2.0,-1,21,5,0,3,0
198614F100757,1986,1.0,1.0,3,0.5,1,5,,3,57,6,30,16,2,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,20,6,0,2,0
198614D101481,1986,1.0,1.0,3,0.5,1,7,,3,616,3,30,16,2,6,0,14.0,1,1,1,2,11,1,-1,2.0,-1,13,11,1,1,0
198614F101681,1986,1.0,1.0,3,0.5,1,3,,3,61,6,30,13,4,6,0,0.0,4,1,2,0,0,1,-1,2.0,-1,18,12,0,2,0
198614D101571,1986,1.0,1.0,2,0.5,1,7,,3,621,3,40,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,1,11,1,3,0
198614D101209,1986,1.0,1.0,3,0.5,1,5,,5,0,6,30,13,4,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,10,0,1,0
198614D201079,1986,1.0,1.0,3,0.5,1,3,,3,6135,6,30,19,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,14,9,0,1,0
198614E201376,1986,1.0,1.0,3,0.5,1,2,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,12,0,1,0
198614F101590,1986,0.14593639575971906,1.0,3,0.5,1,5,,5,0,6,40,13,4,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,8,12,0,0,0
198614E201096,1986,1.0,1.0,3,0.5,1,4,,6,0,6,30,0,4,0,-1,0.0,4,1,1,0,20,1,-1,2.0,-1,19,10,0,2,0
198614D200301,1986,1.0,1.0,2,0.5,1,4,,6,0,6,30,13,3,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,18,3,0,2,0
198614E201075,1986,1.0,1.0,3,0.5,1,6,,5,0,6,30,16,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,9,0,1,0
198614D200327,1986,1.0,1.0,3,0.5,1,3,,3,6109,6,30,18,4,3,6102,0.0,1,8,2,0,0,1,-1,2.0,-1,8,3,0,0,0
198614E200434,1986,1.0,0.8488372093023315,2,0.5,1,6,,3,621,6,40,17,2,4,6068,0.0,4,1,2,0,0,1,-1,2.0,-1,21,4,0,3,0
198614E100958,1986,1.0,0.9545454545454675,3,0.5,1,5,,6,0,6,30,19,4,6,0,0.0,1,1,1,0,17,1,-1,2.0,-1,20,8,0,2,0
198614F101215,1986,1.0,1.0,3,0.5,1,4,,5,0,6,30,13,4,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,10,0,1,0
198614E201410,1986,1.0,0.6987315010570825,2,0.5,1,1,,3,61,6,30,13,4,6,0,14.0,4,2,2,2,11,1,-1,2.0,-1,19,12,1,2,0
198614F200579,1986,1.0,1.0,2,0.5,1,3,,3,629,6,30,16,4,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,5,0,1,0
198614D200836,1986,1.0,1.0,3,0.5,1,7,,3,57,6,30,0,4,0,-1,0.0,4,1,2,0,0,1,-1,2.0,-1,1,7,1,3,0
198614D200539,1986,1.0,1.0,3,0.5,1,6,,3,6178,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,11,5,0,0,0
198614E101320,1986,1.0,1.0,3,0.5,1,5,,5,0,6,30,13,4,6,0,0.0,1,1,1,0,17,1,-1,2.0,-1,15,11,0,1,0
198614E200385,1986,0.6886925795053003,0.9460887949260126,3,0.5,1,1,,3,625,6,40,13,4,4,6375,0.0,1,1,2,0,0,1,-1,2.0,-1,16,3,1,1,0
198614D200631,1986,1.0,1.0,3,0.5,1,7,,6,0,3,40,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,6,5,1,0,0
198614D100387,1986,1.0,1.0,3,0.5,1,4,,6,0,6,30,13,4,6,0,16.0,1,1,2,0,0,1,-1,2.0,-1,15,4,0,1,0
198614F200743,1986,1.0,1.0,3,0.5,1,5,,3,6135,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,20,6,0,2,0
198614D100863,1986,1.0,1.0,2,0.5,1,7,,3,61,6,30,13,4,6,0,0.0,4,2,2,0,0,1,-1,2.0,-1,22,7,1,3,0
198614F201093,1986,1.0,1.0,3,0.5,1,7,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,9,9,1,0,0
198614F100780,1986,0.533215547703179,1.0,2,0.5,1,4,,3,6101,6,40,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,12,6,0,1,0
198614E100836,1986,1.0,1.0,3,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,11,7,0,0,0
198614F100540,1986,1.0,1.0,3,0.5,1,1,,3,57,1,30,0,4,3,6134,0.0,4,1,1,0,0,1,-1,2.0,-1,4,5,1,3,0
198614F100508,1986,1.0,1.0,3,0.5,1,1,,3,625,6,30,18,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,20,4,1,2,0
198614D200843,1986,1.0,1.0,3,0.5,1,2,,3,6102,6,30,18,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,12,7,0,1,0
198614F201463,1986,1.0,1.0,2,0.5,1,3,,3,6135,6,30,13,4,6,0,0.0,4,2,2,0,18,1,-1,2.0,-1,21,11,0,3,0
198614D201506,1986,1.0,1.0,3,0.5,1,3,,5,0,6,30,0,4,0,-1,0.0,4,2,2,0,0,1,-1,2.0,-1,21,11,0,3,0
198614D101618,1986,1.0,1.0,3,0.5,1,4,,5,0,1,30,0,4,3,625,14.0,4,1,1,0,0,1,-1,2.0,-1,17,12,0,2,0
198614D101347,1986,1.0,1.0,3,0.5,1,4,,3,61,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,14,10,0,1,0
198614E200556,1986,1.0,1.0,2,0.5,1,7,,3,61,6,30,17,2,4,6288,0.0,4,1,1,0,0,1,-1,2.0,-1,23,5,1,3,0
198614E201102,1986,1.0,1.0,2,0.5,1,5,,6,0,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,-1,2.0,-1,23,10,0,3,0
198614E101434,1986,1.0,1.0,3,0.5,1,7,,5,0,6,30,0,4,0,-1,0.0,4,1,4,0,0,1,-1,2.0,-1,22,12,1,3,0
198614E201055,1986,1.0,1.0,2,0.5,1,3,,6,0,6,30,13,4,3,61,0.0,1,1,1,0,0,1,-1,2.0,-1,7,9,0,0,0
198614D201466,1986,1.0,1.0,3,0.5,1,5,,4,6200,6,30,13,4,6,0,0.0,4,2,2,0,0,1,-1,2.0,-1,17,11,0,2,0
198614E201170,1986,1.0,1.0,3,0.5,1,5,,3,625,6,30,0,4,0,-1,14.0,1,1,1,0,0,1,-1,2.0,-1,15,10,0,1,0
198614D201326,1986,1.0,1.0,2,0.5,1,4,,3,6128,6,30,13,4,6,0,0.0,4,1,2,0,0,1,-1,2.0,-1,20,10,0,2,0
198614E200470,1986,0.5473498233215537,0.6458773784355287,3,0.5,1,2,,5,0,3,30,17,4,5,0,0.0,1,2,2,0,0,1,-1,2.0,-1,15,4,0,1,0
198614F201642,1986,1.0,1.0,3,0.5,1,6,,6,0,6,30,13,4,6,0,0.0,4,1,4,0,0,1,-1,2.0,-1,7,12,0,0,0
198614E200706,1986,0.8611307420494683,1.0,3,0.5,1,5,,3,625,6,40,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,17,6,0,2,0
198614D100689,1986,1.0,1.0,3,0.5,1,7,,3,6135,3,30,13,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,12,6,1,1,0
198614F201431,1986,0.6378091872791458,1.0,3,0.5,1,3,,3,616,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,14,12,0,1,0
