collision_index,collision_year,location_easting_osgr,location_northing_osgr,collision_severity,number_of_vehicles,number_of_casualties,day_of_week,local_authority_highway_current,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,collision_injury_based,hour_of_day,month,is_weekend,time_period,multi_vehicle
200614F032006,2006,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,30,19,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,16,3,1,1,0
200614H035006,2006,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,13,2,4,6079,0.0,1,1,1,0,0,1,2,2.0,0,18,5,0,2,0
200614G132106,2006,1.0,1.0,3,0.5,1,4,E08000019,6,0,2,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,12,12,0,1,0
200614H142806,2006,1.0,1.0,3,0.5,1,7,E08000019,3,629,6,30,0,4,0,-1,0.0,4,2,2,0,0,1,2,2.0,0,0,10,1,3,0
200614H032806,2006,0.5360424028268511,1.0,3,0.5,1,5,E08000019,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,2,1,2.0,0,6,5,0,0,0
200614G058906,2006,1.0,1.0,3,0.5,1,6,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,11,8,0,0,0
200614G101606,2006,1.0,1.0,2,0.5,1,6,E08000019,6,0,6,30,18,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,18,9,0,2,0
200614H181706,2006,1.0,1.0,3,0.5,1,4,E08000019,4,6064,6,30,0,4,0,-1,11.0,1,1,2,0,0,1,1,2.0,0,15,11,0,1,0
200614H087006,2006,1.0,1.0,3,0.5,1,6,E08000019,4,6388,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,10,8,0,0,0
200614G063906,2006,1.0,1.0,3,0.5,1,3,E08000019,3,6178,6,30,17,2,6,0,0.0,1,1,1,0,17,1,1,2.0,0,13,8,0,1,0
200614D008806,2006,1.0,1.0,3,0.5,1,6,E08000019,3,61,6,30,17,4,6,0,0.0,1,1,2,4,13,1,1,2.0,0,15,1,0,1,0
200614E023706,2006,1.0,0.4598308668076214,3,0.5,1,4,E08000019,5,0,6,30,13,4,3,6135,0.0,1,1,1,0,0,1,1,2.0,0,9,3,0,0,0
200614G029406,2006,1.0,1.0,3,0.5,1,6,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,12,6,0,1,0
200614D013206,2006,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,19,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,12,1,0,1,0
200614G022706,2006,1.0,1.0,3,0.5,1,2,E08000019,3,6178,3,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,16,5,0,1,0
200614G088106,2006,1.0,1.0,3,0.5,1,5,E08000019,4,6200,6,30,13,2,6,0,15.0,1,1,1,0,17,1,1,2.0,0,17,10,0,2,0
200614H102806,2006,1.0,1.0,3,0.5,1,2,E08000019,3,621,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,16,8,0,1,0
200614H092106,2006,1.0,1.0,3,0.5,1,5,E08000019,3,61,6,30,13,4,6,0,14.0,1,1,1,0,0,1,1,2.0,0,16,8,0,1,0
200614H122106,2006,1.0,1.0,3,0.5,1,2,E08000019,5,0,1,30,0,4,3,6102,0.0,1,1,2,0,0,1,1,2.0,0,15,9,0,1,0
200614G108906,2006,1.0,1.0,3,0.5,1,6,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,17,1,1,2.0,0,16,11,0,1,0
200614H117006,2006,0.0,1.0,3,0.5,1,7,E08000019,4,6088,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,17,9,1,2,0
200614H065906,2006,1.0,1.0,3,0.5,1,7,E08000019,4,6064,6,30,13,4,4,6065,17.0,1,1,1,0,0,1,1,2.0,0,11,7,1,0,0
200614C051406,2006,1.0,1.0,3,0.5,1,6,E08000019,3,6178,1,30,0,4,3,6178,0.0,1,2,2,1,11,1,1,2.0,0,12,3,0,1,0
200614G080406,2006,1.0,1.0,2,0.5,1,7,E08000019,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,22,9,1,3,0
200614H119806,2006,1.0,1.0,3,0.5,1,7,E08000019,5,0,6,30,16,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,1,9,1,3,0
200614D042206,2006,1.0,1.0,3,0.5,1,5,E08000019,3,6102,3,40,16,2,5,0,0.0,1,1,1,0,0,1,1,2.0,0,8,3,0,0,0
200614G091406,2006,1.0,1.0,3,0.5,1,7,E08000019,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,23,10,1,3,0
200614H097106,2006,0.35229681978798055,1.0,3,0.5,1,5,E08000019,4,6076,6,30,13,4,6,0,0.0,1,2,2,0,0,1,1,2.0,0,16,8,0,1,0
200614H041206,2006,0.4738515901060083,1.0,2,0.5,1,2,E08000019,6,0,6,60,13,4,6,0,0.0,1,1,1,0,0,2,1,2.0,0,20,5,0,2,0
200614G081806,2006,1.0,1.0,3,0.5,1,1,E08000019,3,61,3,40,13,4,6,0,0.0,1,1,2,4,13,1,1,2.0,0,11,10,1,0,0
200614H065506,2006,1.0,1.0,3,0.5,1,2,E08000019,3,61,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,13,7,0,1,0
200614H045706,2006,1.0,1.0,3,0.5,1,4,E08000019,3,621,6,30,13,4,6,0,14.0,1,1,1,0,0,1,2,2.0,0,18,6,0,2,0
200614H073606,2006,1.0,1.0,3,0.5,1,5,E08000019,4,6063,6,30,13,3,4,6064,0.0,1,1,1,0,0,1,1,2.0,0,7,7,0,0,0
200614H007306,2006,1.0,1.0,2,0.5,1,2,E08000019,3,6135,9,30,18,4,6,0,0.0,1,1,4,0,0,1,1,2.0,0,6,4,0,0,0
200614G102706,2006,1.0,1.0,3,0.5,1,7,E08000019,3,631,6,30,13,4,6,0,0.0,1,4,1,0,0,1,2,2.0,0,0,11,1,3,0
200614H038906,2006,1.0,0.5549682875264352,3,0.5,1,5,E08000019,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,15,5,0,1,0
200614H092606,2006,1.0,1.0,3,0.5,1,6,E08000019,6,0,1,30,0,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,19,8,0,2,0
200614H066406,2006,1.0,0.7473572938689301,3,0.5,1,4,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,13,7,0,1,0
200614G060506,2006,1.0,1.0,3,0.5,1,2,E08000019,1,1,3,70,0,4,0,-1,0.0,1,1,1,0,0,2,1,1.0,0,14,8,0,1,0
200614H199406,2006,0.9855123674911681,1.0,3,0.5,1,5,E08000019,3,625,6,30,0,4,0,-1,0.0,1,1,4,0,0,1,2,2.0,0,8,12,0,0,0
200614G062706,2006,1.0,1.0,3,0.5,1,2,E08000019,4,6388,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,19,8,0,2,0
200614G048206,2006,1.0,1.0,3,0.5,1,7,E08000019,3,6109,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,16,6,1,1,0
200614G128506,2006,1.0,1.0,3,0.5,1,6,E08000019,4,6071,6,30,13,2,3,6135,0.0,4,8,4,0,0,1,1,2.0,0,22,12,0,3,0
200614H108906,2006,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,30,13,4,3,6135,0.0,1,9,1,0,0,1,2,2.0,0,17,9,0,2,0
200614H134606,2006,1.0,1.0,3,0.5,1,3,E08000019,1,1,1,70,0,4,3,629,0.0,1,1,1,0,0,2,1,1.0,0,13,10,0,1,0
200614H031306,2006,1.0,1.0,3,0.5,1,6,E08000019,1,1,1,70,0,4,6,0,0.0,1,1,1,0,0,2,1,1.0,0,13,5,0,1,0
200614F027406,2006,0.8752650176678429,1.0,3,0.5,1,5,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,2,0,0,2,2,2.0,0,8,3,0,0,0
200614H057406,2006,1.0,1.0,3,0.5,1,3,E08000019,3,61,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,8,6,0,0,0
200614G084306,2006,1.0,1.0,3,0.5,1,7,E08000018,1,1,3,70,0,4,0,-1,0.0,1,1,1,0,0,2,1,1.0,0,15,9,1,1,0
200614F016406,2006,1.0,1.0,3,0.5,1,3,E08000019,6,0,6,30,19,4,6,-1,0.0,1,9,1,0,0,2,1,2.0,0,12,1,0,1,0
200614G066906,2006,1.0,1.0,3,0.5,1,4,E08000019,3,625,2,30,19,4,3,625,0.0,1,1,1,0,0,1,2,2.0,0,12,8,0,1,0
200614F039506,2006,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,3,0,1,0
200614H103306,2006,1.0,1.0,3,0.5,1,6,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,10,8,0,0,0
200614H084006,2006,1.0,0.6120507399577235,3,0.5,1,5,E08000019,3,6135,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,17,7,0,2,0
200614G038906,2006,1.0,1.0,3,0.5,1,4,E08000019,3,6178,6,30,18,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,17,6,0,2,0
200614G025106,2006,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,30,0,4,0,-1,0.0,4,2,2,0,0,1,1,2.0,0,0,5,1,3,0
200614E001406,2006,1.0,1.0,3,0.5,1,1,E08000019,6,0,1,30,0,4,6,0,0.0,4,1,2,0,0,1,1,2.0,0,21,1,1,3,0
200614H204206,2006,1.0,1.0,3,0.5,1,6,E08000019,3,625,6,30,13,4,6,0,0.0,1,2,2,0,0,1,2,2.0,0,11,12,0,0,0
200614H075506,2006,1.0,0.9566596194503205,2,0.5,1,6,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,12,7,0,1,0
200614H022706,2006,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,17,1,1,2.0,0,12,5,0,1,0
200614H041806,2006,1.0,1.0,3,0.5,1,5,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,20,6,0,2,0
200614H204406,2006,1.0,1.0,3,0.5,1,6,E08000019,5,0,6,30,16,2,3,6135,15.0,1,1,2,0,0,1,1,2.0,0,14,12,0,1,0
200614F039806,2006,1.0,1.0,3,0.5,1,1,E08000019,1,1,3,70,0,4,0,-1,0.0,1,1,2,0,0,2,1,1.0,0,8,3,1,0,0
200614H041706,2006,1.0,0.6162790697674438,3,0.5,1,5,E08000019,4,6054,6,30,13,4,4,6054,0.0,1,1,1,0,0,1,1,2.0,0,16,5,0,1,0
200614H050406,2006,1.0,1.0,3,0.5,1,4,E08000019,3,6102,3,40,17,2,4,6388,15.0,1,1,1,0,0,1,2,2.0,0,7,6,0,0,0
200614E009606,2006,1.0,1.0,2,0.5,1,3,E08000019,4,6081,6,30,13,4,6,0,0.0,4,2,2,0,0,1,1,2.0,0,22,1,0,3,0
200614E014506,2006,1.0,1.0,3,0.5,1,5,E08000019,3,621,3,30,16,2,5,0,0.0,4,1,1,0,0,1,1,2.0,0,19,2,0,2,0
200614H072106,2006,1.0,1.0,3,0.5,1,5,E08000019,3,6101,6,30,13,2,3,6101,15.0,1,1,1,0,0,1,2,2.0,0,20,7,0,2,0
200614H115406,2006,1.0,1.0,3,0.5,1,2,E08000019,3,57,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,11,9,0,0,0
200614H044606,2006,1.0,1.0,3,0.5,1,1,E08000016,1,1,3,70,0,4,0,-1,0.0,1,1,1,0,0,2,1,1.0,0,19,6,1,2,0
200614G027506,2006,1.0,1.0,3,0.5,1,5,E08000019,4,6200,3,30,13,2,6,0,14.0,1,1,1,0,0,1,1,2.0,0,8,5,0,0,0
200614H185906,2006,1.0,1.0,3,0.5,1,5,E08000019,5,0,1,30,0,4,5,0,0.0,4,1,1,0,0,1,2,2.0,0,17,11,0,2,0
200614G126106,2006,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,0,4,0,-1,0.0,4,8,4,0,17,1,1,2.0,0,17,12,0,2,0
200614G005906,2006,1.0,1.0,3,0.5,1,7,E08000019,4,6072,6,30,19,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,14,4,1,1,0
200614G002706,2006,1.0,1.0,3,0.5,1,7,E08000019,3,57,1,30,0,4,3,6102,0.0,1,1,1,0,0,1,2,2.0,0,14,3,1,1,0
200614H133906,2006,1.0,1.0,3,0.5,1,1,E08000019,3,621,2,30,17,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,4,9,1,3,0
200614G113906,2006,1.0,1.0,3,0.5,1,2,E08000019,5,0,6,30,13,4,5,0,0.0,1,1,1,0,0,1,1,2.0,0,13,12,0,1,0
200614H049406,2006,1.0,1.0,3,0.5,1,7,E08000019,4,6087,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,12,6,1,1,0
200614H061806,2006,1.0,0.971458773784363,3,0.5,1,4,E08000019,6,0,6,30,13,4,3,621,0.0,1,1,1,0,0,1,2,2.0,0,17,6,0,2,0
200614H202006,2006,1.0,1.0,3,0.5,1,1,E08000019,6,0,6,30,16,4,6,0,0.0,4,1,2,0,0,1,1,2.0,0,17,12,1,2,0
200614G013606,2006,1.0,1.0,3,0.5,1,4,E08000019,3,6102,6,30,13,4,6,0,0.0,1,2,2,0,0,1,2,2.0,0,16,3,0,1,0
200614H124806,2006,1.0,1.0,3,0.5,1,1,E08000019,4,6079,6,30,13,4,6,0,0.0,4,2,2,0,17,1,1,2.0,0,23,10,1,3,0
200614E006606,2006,1.0,1.0,2,0.5,1,3,E08000019,3,621,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,15,1,0,1,0
200614F001106,2006,1.0,1.0,3,0.5,1,6,E08000019,4,6079,6,30,0,4,0,-1,0.0,1,2,2,0,0,1,1,2.0,0,11,1,0,0,0
200614H149006,2006,0.9091872791519364,1.0,3,0.5,1,7,E08000019,5,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,23,10,1,3,0
200614H032706,2006,1.0,1.0,3,0.5,1,3,E08000019,3,621,6,30,13,4,6,0,14.0,1,1,1,0,0,1,1,2.0,0,8,5,0,0,0
200614H098706,2006,1.0,1.0,3,0.5,1,6,E08000019,5,0,6,30,13,4,6,0,11.0,1,2,2,0,0,1,1,2.0,0,11,8,0,0,0
200614F028406,2006,1.0,1.0,3,0.5,1,4,E08000019,3,61,3,30,0,0,0,-1,0.0,4,2,2,0,0,1,1,2.0,0,19,3,0,2,0
200614F004906,2006,0.1318021201413444,1.0,2,0.5,1,1,E08000019,6,0,6,60,0,4,0,-1,0.0,6,1,1,0,0,2,1,2.0,0,23,1,1,3,0
200614D004006,2006,1.0,1.0,3,0.5,1,5,E08000019,4,6086,6,30,0,4,0,-1,13.0,1,1,1,0,0,1,2,2.0,0,11,1,0,0,0
200614D012906,2006,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,30,16,4,6,0,0.0,4,1,1,3,12,1,1,2.0,0,23,1,0,3,0
200614G020106,2006,1.0,1.0,3,0.5,1,2,E08000018,1,1,3,70,0,4,0,-1,0.0,1,1,1,0,0,2,2,1.0,0,15,5,0,1,0
200614F035806,2006,1.0,1.0,3,0.5,1,5,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,12,3,0,1,0
200614G035006,2006,1.0,1.0,3,0.5,1,2,E08000019,3,6102,6,30,16,2,6,0,0.0,1,1,1,0,0,1,1,2.0,0,21,6,0,3,0
200614H027006,2006,1.0,0.9735729386892302,3,0.5,1,5,E08000019,3,621,3,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,8,5,0,0,0
200614G074306,2006,1.0,1.0,3,0.5,1,3,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,18,9,0,2,0
200614G027806,2006,1.0,1.0,3,0.5,1,7,E08000019,4,6086,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,17,5,1,2,0
200614G128906,2006,1.0,1.0,3,0.5,1,4,E08000019,3,57,1,40,0,2,3,61,0.0,1,1,2,0,0,1,1,2.0,0,7,12,0,0,0
200614F001806,2006,0.48798586572438296,1.0,3,0.5,1,1,E08000019,4,6077,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,2,2.0,0,16,1,1,1,0
200614H080706,2006,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,16,2,5,0,0.0,1,1,1,0,0,1,2,2.0,0,17,7,0,2,0
200614G096206,2006,1.0,1.0,3,0.5,1,6,E08000019,3,6102,3,40,13,4,6,0,0.0,1,1,2,0,0,1,1,2.0,0,17,10,0,2,0
200614G051806,2006,1.0,1.0,2,0.5,1,3,E08000019,6,0,6,40,13,4,6,0,14.0,1,1,1,0,0,1,1,2.0,0,14,7,0,1,0
200614H019106,2006,1.0,0.8213530655391139,3,0.5,1,6,E08000019,4,6053,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,15,4,0,1,0
200614D010106,2006,1.0,1.0,3,0.5,1,4,E08000019,5,0,1,30,0,4,3,57,0.0,4,1,2,0,0,1,1,2.0,0,5,1,0,3,0
200614H023206,2006,1.0,1.0,3,0.5,1,6,E08000019,3,6135,3,30,13,4,4,6065,0.0,1,1,1,0,0,1,2,2.0,0,14,5,0,1,0
200614D020306,2006,1.0,1.0,3,0.5,1,2,E08000019,3,6135,6,30,13,4,6,0,0.0,1,1,2,0,0,1,1,2.0,0,14,2,0,1,0
200614F033706,2006,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,22,3,0,3,0
200614G080106,2006,1.0,1.0,3,0.5,1,7,E08000019,3,621,6,30,16,1,6,0,14.0,1,1,1,0,0,1,2,2.0,0,14,9,1,1,0
200614H154106,2006,1.0,1.0,3,0.5,1,4,E08000019,4,6069,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,8,11,0,0,0
200614D013106,2006,1.0,1.0,2,0.5,1,4,E08000019,4,6200,6,40,0,4,0,-1,0.0,4,1,2,0,0,1,1,2.0,0,0,1,0,3,0
200614G043206,2006,1.0,1.0,2,0.5,1,5,E08000019,3,6109,2,40,13,2,3,6178,15.0,4,1,1,0,0,1,1,2.0,0,23,7,0,3,0
200614C181306,2006,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,30,13,4,6,0,0.0,4,2,2,0,0,1,1,2.0,0,5,10,0,3,0
200614H146806,2006,1.0,1.0,3,0.5,1,6,E08000019,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,16,10,0,1,0
200614B141306,2006,0.12332155477031392,1.0,3,0.5,1,4,E08000019,3,616,6,40,13,4,6,0,0.0,1,8,1,0,0,2,1,1.0,0,8,10,0,0,0
200614D008506,2006,1.0,1.0,2,0.5,1,7,E08000019,3,621,6,30,16,2,6,0,12.0,1,1,1,0,0,1,1,2.0,0,11,1,1,0,0
200614H013406,2006,1.0,1.0,3,0.5,1,5,E08000019,4,6064,6,30,13,4,6,0,0.0,1,2,2,7,15,1,1,2.0,0,12,4,0,1,0
200614H078106,2006,1.0,1.0,3,0.5,1,3,E08000018,3,629,1,30,0,4,6,0,0.0,4,1,1,0,0,2,1,2.0,0,22,7,0,3,0
200614H038506,2006,1.0,1.0,3,0.5,1,1,E08000019,6,0,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,2,5,1,3,0
200614G108706,2006,1.0,1.0,3,0.5,1,3,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,15,11,0,1,0
200614H160506,2006,1.0,1.0,3,0.5,1,3,E08000019,4,6200,3,30,13,2,6,0,0.0,1,1,1,0,0,1,1,2.0,0,10,11,0,0,0
200614H070506,2006,1.0,1.0,3,0.5,1,1,E08000019,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,11,7,1,0,0
200614G015806,2006,1.0,1.0,3,0.5,1,4,E08000019,3,6135,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,10,4,0,0,0
200614G039406,2006,1.0,1.0,2,0.5,1,4,E08000019,3,57,3,40,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,7,6,0,0,0
200614H071806,2006,1.0,1.0,3,0.5,1,3,E08000019,3,621,3,30,17,2,6,0,0.0,1,1,1,0,0,1,1,2.0,0,16,7,0,1,0
200614F018306,2006,1.0,1.0,2,0.5,1,3,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,12,2,0,1,0
200614H196506,2006,1.0,1.0,3,0.5,1,2,E08000019,4,6079,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,8,12,0,0,0
200614H056606,2006,1.0,0.6437632135306615,3,0.5,1,2,E08000019,3,6102,3,40,13,4,6,0,14.0,1,1,1,0,0,1,1,2.0,0,12,6,0,1,0
200614G113006,2006,1.0,1.0,3,0.5,1,4,E08000019,1,1,3,70,0,4,0,-1,0.0,1,1,1,0,0,1,1,1.0,0,9,11,0,0,0
200614G036206,2006,1.0,1.0,3,0.5,1,2,E08000019,3,6135,6,30,16,2,5,0,14.0,1,1,1,0,0,1,1,2.0,0,19,6,0,2,0
200614G078406,2006,1.0,1.0,3,0.5,1,1,E08000019,1,1,7,30,0,4,6,0,0.0,1,2,2,0,0,1,1,1.0,0,10,9,1,0,0
200614D012506,2006,1.0,1.0,3,0.5,1,1,E08000019,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,2,2.0,0,21,1,1,3,0
200614H041506,2006,1.0,1.0,3,0.5,1,5,E08000019,4,6077,6,30,13,4,3,6101,0.0,1,1,1,0,0,1,2,2.0,0,11,5,0,0,0
200614H157306,2006,1.0,1.0,3,0.5,1,5,E08000019,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,2,2.0,0,16,11,0,1,0
200614H056706,2006,1.0,0.992600422832993,3,0.5,1,6,E08000019,3,6102,3,40,13,4,6,0,0.0,1,2,2,0,0,1,1,2.0,0,9,5,0,0,0
200614H096506,2006,0.6293286219081295,1.0,3,0.5,1,6,E08000019,6,0,6,30,0,4,0,-1,0.0,4,8,1,0,0,1,1,2.0,0,3,8,0,3,0
200614H168906,2006,1.0,1.0,3,0.5,1,6,E08000019,5,0,6,30,13,4,5,0,13.0,1,2,2,0,0,1,2,2.0,0,16,11,0,1,0
200614D006106,2006,1.0,1.0,2,0.5,1,3,E08000019,4,6082,6,40,13,4,4,6086,0.0,4,1,1,0,0,1,1,2.0,0,17,1,0,2,0
200614H152206,2006,1.0,1.0,3,0.5,1,4,E08000019,4,6200,6,30,13,4,6,0,0.0,1,2,2,0,0,1,2,2.0,0,13,10,0,1,0
200614H007906,2006,1.0,1.0,2,0.5,1,6,E08000019,5,0,6,30,13,4,5,0,0.0,1,1,2,0,0,1,1,2.0,0,5,4,0,3,0
200614G112106,2006,1.0,1.0,3,0.5,1,6,E08000019,3,57,3,40,13,2,3,61,0.0,4,1,1,0,0,1,2,2.0,0,17,11,0,2,0
200614G121506,2006,1.0,1.0,3,0.5,1,6,E08000019,6,0,1,30,0,4,6,0,0.0,4,2,2,0,0,1,1,2.0,0,18,12,0,2,0
200614F014906,2006,0.5190812720848044,1.0,3,0.5,1,6,E08000019,4,6077,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,0,2,0,3,0
200614H021006,2006,1.0,1.0,3,0.5,1,4,E08000019,4,6200,6,30,0,4,0,-1,14.0,1,1,1,0,0,1,2,2.0,0,17,4,0,2,0
200614H114406,2006,1.0,1.0,3,0.5,1,5,E08000019,4,6200,3,40,0,4,0,-1,0.0,1,1,2,4,13,1,1,2.0,0,16,9,0,1,0
200614D040906,2006,1.0,1.0,3,0.5,1,3,E08000019,3,6102,6,30,19,4,6,0,17.0,1,1,1,0,0,1,1,2.0,0,17,3,0,2,0
200614H114206,2006,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,30,13,2,4,6079,0.0,1,1,1,0,0,1,1,2.0,0,12,9,1,1,0
200614F006806,2006,1.0,1.0,3,0.5,1,4,E08000019,5,0,6,30,16,4,6,0,0.0,4,1,1,0,0,1,2,2.0,0,19,1,0,2,0
200614D024706,2006,1.0,1.0,3,0.5,1,5,E08000019,5,0,6,30,13,4,6,0,0.0,4,2,2,0,0,1,1,2.0,0,17,2,0,2,0
200614H121506,2006,0.06678445229681529,1.0,3,0.5,1,6,E08000019,3,57,6,60,13,4,6,0,0.0,1,2,2,0,0,2,1,2.0,0,18,8,0,2,0
200614D028906,2006,1.0,1.0,3,0.5,1,6,E08000019,3,61,3,30,16,2,3,61,14.0,4,3,2,4,13,1,1,2.0,0,18,3,0,2,0
200614H130306,2006,1.0,1.0,3,0.5,1,6,E08000019,4,6079,6,30,16,2,3,6101,14.0,4,8,2,0,0,1,1,2.0,0,0,10,0,3,0
200614G121806,2006,1.0,1.0,3,0.5,1,6,E08000019,6,0,3,30,13,2,6,0,0.0,4,2,2,0,0,1,1,2.0,0,18,12,0,2,0
200614G110706,2006,1.0,1.0,2,0.5,1,5,E08000019,5,0,1,30,0,4,4,6072,0.0,4,1,1,0,0,1,1,2.0,0,16,11,0,1,0
200614H069506,2006,1.0,1.0,3,0.5,1,3,E08000019,3,61,3,30,17,2,6,0,0.0,1,1,1,0,0,1,1,2.0,0,18,5,0,2,0
200614G009606,2006,1.0,1.0,2,0.5,1,3,E08000019,4,6082,6,30,13,2,6,0,0.0,1,1,1,0,0,1,1,2.0,0,16,4,0,1,0
200614D032106,2006,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,30,0,4,0,-1,0.0,4,1,2,0,0,1,1,2.0,0,23,3,1,3,0
200614F005206,2006,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,30,0,4,0,-1,0.0,4,2,2,0,0,1,1,2.0,0,18,1,0,2,0
200614H003706,2006,1.0,1.0,3,0.5,1,7,E08000019,4,6064,6,30,0,4,0,-1,0.0,1,8,2,0,0,1,1,2.0,0,8,3,1,0,0
200614H090606,2006,1.0,0.6226215644820314,3,0.5,1,3,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,11,8,0,0,0
200614H109606,2006,1.0,1.0,3,0.5,1,1,E08000019,5,0,6,30,16,2,5,0,0.0,1,1,1,0,0,1,1,2.0,0,17,9,1,2,0
200614G091206,2006,1.0,1.0,3,0.5,1,3,E08000019,3,621,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,13,10,0,1,0
200614G006106,2006,1.0,1.0,3,0.5,1,2,E08000019,6,0,2,30,0,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,12,4,0,1,0
200614F014106,2006,1.0,1.0,3,0.5,1,5,E08000019,3,6102,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,14,2,0,1,0
200614G012006,2006,1.0,1.0,1,0.5,1,7,E08000019,1,1,3,70,0,4,0,-1,0.0,6,1,1,0,0,1,1,1.0,0,23,4,1,3,0
